2016-4-25-16-45-31    UserID [7]    Transaction Complete 
2016-4-25-16-45-31    UserID [0]    Transaction Complete 
2016-4-25-16-45-31    UserID [5]    Transaction Complete 
2016-4-25-16-45-31    UserID [9]    Transaction Complete 
2016-4-25-16-45-31    UserID [8]    Transaction Complete 
2016-4-25-16-45-31    UserID [11]    Transaction Complete 
2016-4-25-16-45-31    UserID [10]    Transaction Complete 
2016-4-25-16-45-31    UserID [2]    Transaction Complete 
2016-4-25-16-45-31    UserID [6]    Transaction Complete 
2016-4-25-16-45-31    UserID [4]    Transaction Complete 
2016-4-25-16-45-31    UserID [1]    Transaction Complete 
2016-4-25-16-45-31    UserID [3]    Transaction Complete 
2016-4-25-16-45-32    UserID [6]    Transaction Complete 
2016-4-25-16-45-32    UserID [5]    Transaction Complete 
2016-4-25-16-45-32    UserID [8]    Transaction Complete 
2016-4-25-16-45-32    UserID [2]    Transaction Complete 
2016-4-25-16-45-32    UserID [7]    Transaction Complete 
2016-4-25-16-45-32    UserID [4]    Transaction Complete 
2016-4-25-16-45-32    UserID [0]    Transaction Complete 
2016-4-25-16-45-32    UserID [9]    Transaction Complete 
2016-4-25-16-45-32    UserID [11]    Transaction Complete 
2016-4-25-16-45-32    UserID [3]    Transaction Complete 
2016-4-25-16-45-32    UserID [10]    Transaction Complete 
2016-4-25-16-45-32    UserID [1]    Transaction Complete 
2016-4-25-16-45-32    UserID [0]    Transaction Complete 
2016-4-25-16-45-32    UserID [8]    Transaction Complete 
2016-4-25-16-45-32    UserID [9]    Transaction Complete 
2016-4-25-16-45-32    UserID [3]    Transaction Complete 
2016-4-25-16-45-32    UserID [10]    Transaction Complete 
2016-4-25-16-45-32    UserID [11]    Transaction Complete 
2016-4-25-16-45-32    UserID [4]    Transaction Complete 
2016-4-25-16-45-32    UserID [2]    Transaction Complete 
2016-4-25-16-45-32    UserID [6]    Transaction Complete 
2016-4-25-16-45-32    UserID [5]    Transaction Complete 
2016-4-25-16-45-32    UserID [1]    Transaction Complete 
2016-4-25-16-45-32    UserID [7]    Transaction Complete 
2016-4-25-16-45-33    UserID [0]    Transaction Complete 
2016-4-25-16-45-33    UserID [8]    Transaction Complete 
2016-4-25-16-45-33    UserID [4]    Transaction Complete 
2016-4-25-16-45-33    UserID [1]    Transaction Complete 
2016-4-25-16-45-33    UserID [10]    Transaction Complete 
2016-4-25-16-45-33    UserID [9]    Transaction Complete 
2016-4-25-16-45-33    UserID [3]    Transaction Complete 
2016-4-25-16-45-33    UserID [2]    Transaction Complete 
2016-4-25-16-45-33    UserID [11]    Transaction Complete 
2016-4-25-16-45-33    UserID [5]    Transaction Complete 
2016-4-25-16-45-33    UserID [6]    Transaction Complete 
2016-4-25-16-45-33    UserID [7]    Transaction Complete 
2016-4-25-16-45-33    UserID [0]    Transaction Complete 
2016-4-25-16-45-33    UserID [10]    Transaction Complete 
2016-4-25-16-45-33    UserID [11]    Transaction Complete 
2016-4-25-16-45-33    UserID [9]    Transaction Complete 
2016-4-25-16-45-33    UserID [1]    Transaction Complete 
2016-4-25-16-45-33    UserID [5]    Transaction Complete 
2016-4-25-16-45-33    UserID [7]    Transaction Complete 
2016-4-25-16-45-33    UserID [4]    Transaction Complete 
2016-4-25-16-45-33    UserID [2]    Transaction Complete 
2016-4-25-16-45-33    UserID [8]    Transaction Complete 
2016-4-25-16-45-33    UserID [6]    Transaction Complete 
2016-4-25-16-45-33    UserID [3]    Transaction Complete 
2016-4-25-16-45-34    UserID [11]    Transaction Complete 
2016-4-25-16-45-34    UserID [5]    Transaction Complete 
2016-4-25-16-45-34    UserID [10]    Transaction Complete 
2016-4-25-16-45-34    UserID [8]    Transaction Complete 
2016-4-25-16-45-34    UserID [2]    Transaction Complete 
2016-4-25-16-45-34    UserID [7]    Transaction Complete 
2016-4-25-16-45-34    UserID [0]    Transaction Complete 
2016-4-25-16-45-34    UserID [6]    Transaction Complete 
2016-4-25-16-45-34    UserID [3]    Transaction Complete 
2016-4-25-16-45-34    UserID [4]    Transaction Complete 
2016-4-25-16-45-34    UserID [9]    Transaction Complete 
2016-4-25-16-45-34    UserID [1]    Transaction Complete 
2016-4-25-16-45-34    UserID [11]    Transaction Complete 
2016-4-25-16-45-34    UserID [6]    Transaction Complete 
2016-4-25-16-45-34    UserID [8]    Transaction Complete 
2016-4-25-16-45-34    UserID [0]    Transaction Complete 
2016-4-25-16-45-34    UserID [1]    Transaction Complete 
2016-4-25-16-45-34    UserID [10]    Transaction Complete 
2016-4-25-16-45-34    UserID [7]    Transaction Complete 
2016-4-25-16-45-34    UserID [5]    Transaction Complete 
2016-4-25-16-45-34    UserID [3]    Transaction Complete 
2016-4-25-16-45-34    UserID [2]    Transaction Complete 
2016-4-25-16-45-34    UserID [4]    Transaction Complete 
2016-4-25-16-45-34    UserID [9]    Transaction Complete 
2016-4-25-16-45-34    UserID [11]    Transaction Complete 
2016-4-25-16-45-35    UserID [2]    Transaction Complete 
2016-4-25-16-45-35    UserID [0]    Transaction Complete 
2016-4-25-16-45-35    UserID [8]    Transaction Complete 
2016-4-25-16-45-35    UserID [3]    Transaction Complete 
2016-4-25-16-45-35    UserID [6]    Transaction Complete 
2016-4-25-16-45-35    UserID [4]    Transaction Complete 
2016-4-25-16-45-35    UserID [10]    Transaction Complete 
2016-4-25-16-45-35    UserID [5]    Transaction Complete 
2016-4-25-16-45-35    UserID [1]    Transaction Complete 
2016-4-25-16-45-35    UserID [7]    Transaction Complete 
2016-4-25-16-45-35    UserID [9]    Transaction Complete 
2016-4-25-16-45-35    UserID [11]    Transaction Complete 
2016-4-25-16-45-35    UserID [2]    Transaction Complete 
2016-4-25-16-45-35    UserID [0]    Transaction Complete 
2016-4-25-16-45-35    UserID [4]    Transaction Complete 
2016-4-25-16-45-35    UserID [6]    Transaction Complete 
2016-4-25-16-45-35    UserID [10]    Transaction Complete 
2016-4-25-16-45-35    UserID [7]    Transaction Complete 
2016-4-25-16-45-35    UserID [1]    Transaction Complete 
2016-4-25-16-45-35    UserID [11]    Transaction Complete 
2016-4-25-16-45-35    UserID [8]    Transaction Complete 
2016-4-25-16-45-35    UserID [5]    Transaction Complete 
2016-4-25-16-45-35    UserID [9]    Transaction Complete 
2016-4-25-16-45-35    UserID [3]    Transaction Complete 
2016-4-25-16-45-35    UserID [2]    Transaction Complete 
2016-4-25-16-45-35    UserID [3]    Transaction Complete 
2016-4-25-16-45-35    UserID [7]    Transaction Complete 
2016-4-25-16-45-35    UserID [10]    Transaction Complete 
2016-4-25-16-45-35    UserID [4]    Transaction Complete 
2016-4-25-16-45-35    UserID [6]    Transaction Complete 
2016-4-25-16-45-35    UserID [11]    Transaction Complete 
2016-4-25-16-45-35    UserID [1]    Transaction Complete 
2016-4-25-16-45-35    UserID [8]    Transaction Complete 
2016-4-25-16-45-35    UserID [0]    Transaction Complete 
2016-4-25-16-45-35    UserID [5]    Transaction Complete 
2016-4-25-16-45-35    UserID [9]    Transaction Complete 
2016-4-25-16-45-36    UserID [2]    Transaction Complete 
2016-4-25-16-45-36    UserID [3]    Transaction Complete 
2016-4-25-16-45-36    UserID [11]    Transaction Complete 
2016-4-25-16-45-36    UserID [2]    Transaction Complete 
2016-4-25-16-45-36    UserID [8]    Transaction Complete 
2016-4-25-16-45-36    UserID [9]    Transaction Complete 
2016-4-25-16-45-36    UserID [0]    Transaction Complete 
2016-4-25-16-45-36    UserID [6]    Transaction Complete 
2016-4-25-16-45-36    UserID [4]    Transaction Complete 
2016-4-25-16-45-36    UserID [7]    Transaction Complete 
2016-4-25-16-45-36    UserID [10]    Transaction Complete 
2016-4-25-16-45-36    UserID [1]    Transaction Complete 
2016-4-25-16-45-36    UserID [5]    Transaction Complete 
2016-4-25-16-45-36    UserID [3]    Transaction Complete 
2016-4-25-16-45-36    UserID [2]    Transaction Complete 
2016-4-25-16-45-36    UserID [9]    Transaction Complete 
2016-4-25-16-45-36    UserID [1]    Transaction Complete 
2016-4-25-16-45-36    UserID [8]    Transaction Complete 
2016-4-25-16-45-36    UserID [4]    Transaction Complete 
2016-4-25-16-45-36    UserID [0]    Transaction Complete 
2016-4-25-16-45-36    UserID [5]    Transaction Complete 
2016-4-25-16-45-36    UserID [11]    Transaction Complete 
2016-4-25-16-45-36    UserID [10]    Transaction Complete 
2016-4-25-16-45-36    UserID [7]    Transaction Complete 
2016-4-25-16-45-36    UserID [6]    Transaction Complete 
2016-4-25-16-45-36    UserID [3]    Transaction Complete 
2016-4-25-16-45-37    UserID [4]    Transaction Complete 
2016-4-25-16-45-37    UserID [2]    Transaction Complete 
2016-4-25-16-45-37    UserID [10]    Transaction Complete 
2016-4-25-16-45-37    UserID [6]    Transaction Complete 
2016-4-25-16-45-37    UserID [9]    Transaction Complete 
2016-4-25-16-45-37    UserID [1]    Transaction Complete 
2016-4-25-16-45-37    UserID [7]    Transaction Complete 
2016-4-25-16-45-37    UserID [8]    Transaction Complete 
2016-4-25-16-45-37    UserID [0]    Transaction Complete 
2016-4-25-16-45-37    UserID [11]    Transaction Complete 
2016-4-25-16-45-37    UserID [3]    Transaction Complete 
2016-4-25-16-45-37    UserID [5]    Transaction Complete 
